Song,Artist,Song Popularity,Danceability,Energy,Tempo,Speechiness,Song Duration,Artist Genres,Artist Popularity,Artist uri,Song uri,Artist Image url
Incense Skin,Katie Spencer,18,0.359,0.342,109.39,0.0435,135826,"['Hull Indie', 'Yorkshire Folk']",9.0,7HDjgy7cxQVwdzFdfQUsMi,5VbFtURL4igy5mR62cmR87,https://i.scdn.co/image/ab6761610000f17887bef90a289a88f444e152c8
The Edge of the Land,Katie Spencer,13,0.412,0.321,118.553,0.0312,230200,"['Hull Indie', 'Yorkshire Folk']",9.0,7HDjgy7cxQVwdzFdfQUsMi,31styqpEK7UGonG1hcCerA,https://i.scdn.co/image/ab6761610000f17887bef90a289a88f444e152c8
