Song,Artist,Song Popularity,Danceability,Energy,Tempo,Speechiness,Artist Genres,Artist Popularity,Artist uri,Song uri,Song Duration
Mantra - Super Flu Remix,Azzecca,36,0.745,0.925,124.988,0.0417,[],41,2k5DY2QDU3kBi5DX7OQlWj,3W6ymZgvxufltyxIgt4chk,180000
Aerial Phenomenon,Azzecca,35,0.692,0.737,127.993,0.0412,[],41,2k5DY2QDU3kBi5DX7OQlWj,7KCHXlwd0rWHfSlz5CmTSr,180000
Mantra,Azzecca,29,0.678,0.823,126.989,0.0368,[],41,2k5DY2QDU3kBi5DX7OQlWj,2FZStCHAHy3l16yWl9ELpe,180000
Still Rushing - Azzecca Remix,Azzecca,28,0.687,0.884,128.038,0.0594,[],41,2k5DY2QDU3kBi5DX7OQlWj,5Q9OlfEM5T1MdTeN464lwU,180000
Need U More,Azzecca,28,0.722,0.727,126.002,0.045,[],41,2k5DY2QDU3kBi5DX7OQlWj,2b1nAs9lEWtvv3OWY1Pxff,180000
Love and Run (feat. Teddy Geiger),BAGGI,32,0.509,0.914,128.164,0.0428,[],19,2YMB0FGsysOP5wOGJpXZom,4vRjuGwYH9xynPVGCIoFRI,180000
Compromise (feat. Tab),BAGGI,27,0.517,0.835,128.255,0.122,[],19,2YMB0FGsysOP5wOGJpXZom,7t2Pim5dUeFmRCJLPVtG6x,180000
This Is House - Main Mix,BAGGI,26,0.866,0.709,128.021,0.191,[],19,2YMB0FGsysOP5wOGJpXZom,1oxTnApQc0J7tSisNcPnP7,180000
Time Painter (feat. Sylvia Tosun) - Dub Mix,BAGGI,23,0.587,0.895,122.864,0.0408,[],19,2YMB0FGsysOP5wOGJpXZom,2iEYJoRDbZ0MFs5OTyC0ve,180000
Good God,BAGGI,20,0.794,0.632,125.996,0.0664,[],19,2YMB0FGsysOP5wOGJpXZom,1bPB8vdKKnXkAhTjKdVgG3,180000
Love and Run (feat. Teddy Geiger),BAGGI,19,0.554,0.918,128.015,0.0444,[],19,2YMB0FGsysOP5wOGJpXZom,5h3Gjh2f9U2gvex6uWt2Sa,180000
If a Lie Was Love (feat. Josie Cotton) [Baggi Begovic KNAL Mix],BAGGI,18,0.689,0.769,127.988,0.0375,[],19,2YMB0FGsysOP5wOGJpXZom,4S7Fb23ZtPRf4LBanSA1gJ,180000
Smells Like Teen Spirit - Edit,BAGGI,16,0.636,0.766,124.99,0.0429,[],19,2YMB0FGsysOP5wOGJpXZom,34w8bKImfXlzTm3BWuTpjJ,180000
Plur Warriors,BAGGI,16,0.646,0.992,130.009,0.0557,[],19,2YMB0FGsysOP5wOGJpXZom,4KLoMHnw4RIoBEF2gVpXpK,180000
Smells Like Teen Spirit,BAGGI,13,0.725,0.633,124.999,0.0569,[],19,2YMB0FGsysOP5wOGJpXZom,167Uqhuo5I5iu4iDMfEBOn,180000
Wompum VIP,BARELY ALIVE,47,0.353,0.97,73.759,0.354,"['brostep', 'dubstep', 'filthstep', 'gaming dubstep']",42,5c3akKV3CUqAVOnGZqf4S3,1N0k3jzMiHB8hUd6z5zDLY,180000
Electric Lady,BARELY ALIVE,46,0.456,0.834,75.018,0.0673,"['brostep', 'dubstep', 'filthstep', 'gaming dubstep']",42,5c3akKV3CUqAVOnGZqf4S3,208pNiAVE5sFwtUoQuKu5f,180000
We Don't Play,BARELY ALIVE,45,0.592,0.937,150.096,0.158,"['brostep', 'dubstep', 'filthstep', 'gaming dubstep']",42,5c3akKV3CUqAVOnGZqf4S3,2nSvBHxMZz5buzG93DM2xr,180000
Send It,BARELY ALIVE,44,0.54,0.929,75.029,0.447,"['brostep', 'dubstep', 'filthstep', 'gaming dubstep']",42,5c3akKV3CUqAVOnGZqf4S3,5Nz2BnJroLw1HPDeynxWGx,180000
T.O.A.D.,BARELY ALIVE,42,0.305,0.931,144.598,0.137,"['brostep', 'dubstep', 'filthstep', 'gaming dubstep']",42,5c3akKV3CUqAVOnGZqf4S3,255aqjr60zsuqvu7yJPUZM,180000
Let It Spin,BARELY ALIVE,41,0.637,0.863,75.069,0.065,"['brostep', 'dubstep', 'filthstep', 'gaming dubstep']",42,5c3akKV3CUqAVOnGZqf4S3,7ed4tW9BkcqfingbiIgSl0,180000
Here We Go,BARELY ALIVE,40,0.462,0.983,150.132,0.445,"['brostep', 'dubstep', 'filthstep', 'gaming dubstep']",42,5c3akKV3CUqAVOnGZqf4S3,7g4oUED7wijOsu8jdQhotq,180000
Know You Better,BARELY ALIVE,40,0.533,0.909,150.037,0.0492,"['brostep', 'dubstep', 'filthstep', 'gaming dubstep']",42,5c3akKV3CUqAVOnGZqf4S3,7bOgK9FbNtsUt34etD1MnD,180000
Headshot (feat. Mikey Ceaser),BARELY ALIVE,39,0.634,0.98,75.05,0.386,"['brostep', 'dubstep', 'filthstep', 'gaming dubstep']",42,5c3akKV3CUqAVOnGZqf4S3,4ZImeX5bzp2EFkN2ClFBMo,180000
Hopped Out,BARELY ALIVE,39,0.487,0.948,150.066,0.273,"['brostep', 'dubstep', 'filthstep', 'gaming dubstep']",42,5c3akKV3CUqAVOnGZqf4S3,0xivENXAeE9jkmjvrVB2KU,180000
Mind Dimension - Ben Sterling Remix,Ben Sterling,42,0.801,0.734,128.002,0.053,"['tech house', 'uk tech house']",30,79uJoLQkQ621xZy7MyH4uL,0TaDQnUX1RjbCv3liKFqWP,180000
Don't Truss ft. Caitlyn Scarlett,Ben Sterling,41,0.754,0.701,127.999,0.0429,"['tech house', 'uk tech house']",30,79uJoLQkQ621xZy7MyH4uL,3JO36unveXPBt4aeE8ezN7,180000
All Over My Body,Ben Sterling,41,0.81,0.694,126.018,0.0613,"['tech house', 'uk tech house']",30,79uJoLQkQ621xZy7MyH4uL,5aDXYU6vSnULQ0D3WMaC6Z,180000
Rok The House,Ben Sterling,30,0.799,0.804,127.993,0.0447,"['tech house', 'uk tech house']",30,79uJoLQkQ621xZy7MyH4uL,1A6KKdSY4hpCBqJOmeQEWQ,180000
Monsieur Reefer - Ben Sterling 3am Remix Edit,Ben Sterling,29,0.807,0.684,126.997,0.0513,"['tech house', 'uk tech house']",30,79uJoLQkQ621xZy7MyH4uL,6QnvPAeRyzXiFIW8qnFab6,180000
Tweezy,Ben Sterling,28,0.809,0.68,128.008,0.0662,"['tech house', 'uk tech house']",30,79uJoLQkQ621xZy7MyH4uL,68zDIhLUGbvcMoof7MUuRU,180000
Lost Illusions,Ben Sterling,27,0.828,0.583,128.007,0.0569,"['tech house', 'uk tech house']",30,79uJoLQkQ621xZy7MyH4uL,6ZgM0uG9aFbnPI6QKL2ft7,180000
Eeez,Ben Sterling,27,0.794,0.933,127.001,0.0442,"['tech house', 'uk tech house']",30,79uJoLQkQ621xZy7MyH4uL,4gJX8nHhUywfA5uLMHM0Rl,180000
Hey Mister,Ben Sterling,25,0.807,0.716,126.995,0.0836,"['tech house', 'uk tech house']",30,79uJoLQkQ621xZy7MyH4uL,1Xe06yCzqBrlkjJ9PEGE82,180000
Consistency - The Mekanism Remix Edit,Ben Sterling,25,0.834,0.629,127.021,0.127,"['tech house', 'uk tech house']",30,79uJoLQkQ621xZy7MyH4uL,7wJzwzHT3ZDo3MKh7391Ou,180000
Hostile,Benda,49,0.325,0.816,73.884,0.0561,"['dubstep', 'gaming dubstep']",35,0md3NIXueJZSFZ82HMu26M,1hndLPtpeFslJu2dCyLF7E,180000
Hyperdrive,Benda,47,0.368,0.976,74.415,0.175,"['dubstep', 'gaming dubstep']",35,0md3NIXueJZSFZ82HMu26M,0MAz9ic5HYosDQIjdKUDjX,180000
Poison Control,Benda,38,0.397,0.994,147.172,0.15,"['dubstep', 'gaming dubstep']",35,0md3NIXueJZSFZ82HMu26M,3IngvE2IaSKiPxaOTMu8ou,180000
Break Shit,Benda,36,0.711,0.986,144.943,0.528,"['dubstep', 'gaming dubstep']",35,0md3NIXueJZSFZ82HMu26M,2jKageMvYrx2OYjqRowbYj,180000
Tinnitus,Benda,35,0.486,0.998,150.061,0.487,"['dubstep', 'gaming dubstep']",35,0md3NIXueJZSFZ82HMu26M,2cAFRj2cl8TWHSCXAppSC8,180000
Overload,Benda,34,0.57,0.973,150.027,0.103,"['dubstep', 'gaming dubstep']",35,0md3NIXueJZSFZ82HMu26M,3RMnN2Nexh5P0eWVF51a7T,180000
IT’S OK (feat. Kozze) - Benda Remix,Benda,33,0.653,0.969,150.077,0.206,"['dubstep', 'gaming dubstep']",35,0md3NIXueJZSFZ82HMu26M,1tq8vAv688l3KCqCShSQiK,180000
Free Smoke,Benda,33,0.598,0.925,75.005,0.0459,"['dubstep', 'gaming dubstep']",35,0md3NIXueJZSFZ82HMu26M,3I69JnZfP1YqGkKFcb6x6X,180000
Homicide (feat. Puku),Benda,32,0.507,0.991,75.022,0.0861,"['dubstep', 'gaming dubstep']",35,0md3NIXueJZSFZ82HMu26M,64RdbVjiACAZvyNKdB8i4R,180000
Bone Breaker,Benda,31,0.433,0.988,75.034,0.0887,"['dubstep', 'gaming dubstep']",35,0md3NIXueJZSFZ82HMu26M,0XH0trbUZvkhWDi1RSlS9m,180000
Sorry (with Madonna),BLOND:ISH,70,0.65,0.783,124.008,0.0342,['deep disco house'],55,6zsJjoCtL1WByG0VsuFWzR,5dW0cgZ9uV1W3PXtuTS5uP,180000
Sete,BLOND:ISH,66,0.736,0.827,125.008,0.0643,['deep disco house'],55,6zsJjoCtL1WByG0VsuFWzR,4u3XiAwJ2U9Kxgy57gcAPB,180000
Call My Name,BLOND:ISH,59,0.557,0.938,124.109,0.0897,['deep disco house'],55,6zsJjoCtL1WByG0VsuFWzR,0vQ2LIvx5U6QN7BnUHWwsJ,180000
Wizard of Love - Radio Edit,BLOND:ISH,58,0.756,0.511,120.017,0.0451,['deep disco house'],55,6zsJjoCtL1WByG0VsuFWzR,30q3JG3LlFpk8XypDDq6DR,180000
Tra Tra,BLOND:ISH,57,0.797,0.942,124.014,0.0656,['deep disco house'],55,6zsJjoCtL1WByG0VsuFWzR,0UFJLWij7K8AXM5sVDFCLj,180000
Es un secreto (feat. Pensión & Juanmih),BLOND:ISH,57,0.803,0.765,123.983,0.0631,['deep disco house'],55,6zsJjoCtL1WByG0VsuFWzR,5TRubkfle0s3bQAPtBPQIf,180000
Sorry (with Madonna) - Franky Rizardo Remix,BLOND:ISH,54,0.604,0.961,128.009,0.0388,['deep disco house'],55,6zsJjoCtL1WByG0VsuFWzR,2BtCQtoNGPo74ChfxACqM2,180000
Sorry (with Madonna) - Miss Monique Remix,BLOND:ISH,53,0.423,0.85,125.001,0.0442,['deep disco house'],55,6zsJjoCtL1WByG0VsuFWzR,4nb5Y4lJWwSccQRiFsHHcL,180000
Waves (feat. Grace Tither),BLOND:ISH,53,0.631,0.763,121.008,0.0352,['deep disco house'],55,6zsJjoCtL1WByG0VsuFWzR,6ymVxYG0UHqIjXmclbE1cu,180000
Voices Above,BLOND:ISH,38,0.714,0.943,121.987,0.0393,['deep disco house'],55,6zsJjoCtL1WByG0VsuFWzR,6ME9tv8WUbvUs7be9nt48J,180000
Another You,BONNIE X CLYDE,64,0.655,0.787,122.044,0.0439,['electra'],50,74xeHqz5Ap8ZHq69TkxI0r,0GZ6PpNaMiViu3J0MDZztp,180000
In Too Deep,BONNIE X CLYDE,54,0.659,0.624,123.938,0.0538,['electra'],50,74xeHqz5Ap8ZHq69TkxI0r,4VEEGfekFjcTjEOxSmUgBF,180000
No Love,BONNIE X CLYDE,54,0.708,0.721,124.995,0.0408,['electra'],50,74xeHqz5Ap8ZHq69TkxI0r,2CUjGppSC2gP62xeNmCIWh,180000
Need Ya,BONNIE X CLYDE,53,0.59,0.786,124.981,0.0328,['electra'],50,74xeHqz5Ap8ZHq69TkxI0r,1W0QlblwswkwbOmZ5FIajf,180000
Love Is Killing Me,BONNIE X CLYDE,43,0.684,0.873,125.906,0.0644,['electra'],50,74xeHqz5Ap8ZHq69TkxI0r,1fFYM21OuMnpFrLnNcYLzL,180000
OURS,BONNIE X CLYDE,46,0.527,0.872,150.048,0.0748,['electra'],50,74xeHqz5Ap8ZHq69TkxI0r,1qRqOE45SxWNkwrcr1WrTI,180000
Leave It All Behind,BONNIE X CLYDE,29,0.566,0.772,155.028,0.0577,['electra'],50,74xeHqz5Ap8ZHq69TkxI0r,4XBdxiVOSVzNmFcteVbQlt,180000
Love Is Killing Me - Helion Remix,BONNIE X CLYDE,44,0.65,0.691,125.937,0.0508,['electra'],50,74xeHqz5Ap8ZHq69TkxI0r,4FHpWVuiK31JW1Fuqc4cCS,180000
Indigo,BONNIE X CLYDE,50,0.743,0.886,123.935,0.0394,['electra'],50,74xeHqz5Ap8ZHq69TkxI0r,3Wo2o3idbrK3asVdbHh5Nl,180000
Live a Little (Remix),BONNIE X CLYDE,50,0.526,0.795,94.984,0.0794,['electra'],50,74xeHqz5Ap8ZHq69TkxI0r,63l4zrmZPCAq4n2U0T1KII,180000
Slay 4 Me (feat. Jesse Fields) - Edit,Baby Weight,32,0.834,0.772,128.973,0.074,[],17,48OPpTnWriqiSMnOsqII4T,2ycAx22Kc8PJNVY1cyTcON,180000
House Princess,Baby Weight,28,0.937,0.611,125.961,0.12,[],17,48OPpTnWriqiSMnOsqII4T,09J4n4tmEJksU3CS5oY2tk,180000
Scooby Dooby Boof,Baby Weight,24,0.845,0.622,126.981,0.0537,[],17,48OPpTnWriqiSMnOsqII4T,1ax9nndBPseVFcb0tXLDYa,180000
Busy Body (Baby Weight Remix),Baby Weight,19,0.828,0.829,125.993,0.0481,[],17,48OPpTnWriqiSMnOsqII4T,0fVdz4DbP4Cl8MTIvKKaKg,180000
Hold Me Close,Baby Weight,19,0.812,0.799,129.011,0.052,[],17,48OPpTnWriqiSMnOsqII4T,3zD4rVvHVmB7pFZKcru9BS,180000
New Suit (Baby Weight Remix),Baby Weight,11,0.766,0.853,132.02,0.0543,[],17,48OPpTnWriqiSMnOsqII4T,7jH7MrFKHZKMJPSFQRZNQr,180000
Ya Know,Baby Weight,14,0.959,0.514,116.985,0.295,[],17,48OPpTnWriqiSMnOsqII4T,0XEUpjTPs6KL8g8L5SWMhM,180000
My Heart,Baby Weight,10,0.8,0.816,126.983,0.192,[],17,48OPpTnWriqiSMnOsqII4T,2ZaW1HaoODTijG97QJPfx8,180000
Booty Monster,Baby Weight,10,0.808,0.665,122.991,0.0543,[],17,48OPpTnWriqiSMnOsqII4T,0iDtaS1BrCwLB0ODHCsvdT,180000
The Bread Song,Baby Weight,10,0.805,0.744,123.995,0.0483,[],17,48OPpTnWriqiSMnOsqII4T,7A1TLoMzEfOxp7yPGVzNtD,180000
Restraint,Bassrush,12,0.707,0.981,147.0,0.0577,[],5,2uOqv5KjPE7sW2FR2QN1zf,7LFPfIb9DpaX67r697EbVg,180000
Obsidian Vortex,Bassrush,10,0.743,0.986,141.997,0.0914,[],5,2uOqv5KjPE7sW2FR2QN1zf,6B6E2xFi7BE1mx6yGg0R2q,180000
No Rules,Bassrush,6,0.678,0.992,150.068,0.097,[],5,2uOqv5KjPE7sW2FR2QN1zf,1ApO3b0V6DcEOwoASDoiKm,180000
Riding (feat. Martay M'Kenzy),Bassrush,5,0.411,0.923,140.09,0.256,[],5,2uOqv5KjPE7sW2FR2QN1zf,0rI3s1TErsngPMiIS8tX1u,180000
Shank,Bassrush,6,0.788,0.835,145.036,0.174,[],5,2uOqv5KjPE7sW2FR2QN1zf,2vn7Cbfr1tKWuGENoaMp7f,180000
TILL I DIE (feat. Kanin),Bassrush,4,0.62,0.908,150.222,0.191,[],5,2uOqv5KjPE7sW2FR2QN1zf,47a1E23mkmqOB9h8frDPwU,180000
Kooks Of Hazard,Bassrush,2,0.617,0.977,75.007,0.279,[],5,2uOqv5KjPE7sW2FR2QN1zf,00DpvfnayHGnLbeHv21htO,180000
COACH,Bassrush,4,0.458,0.986,175.118,0.401,[],5,2uOqv5KjPE7sW2FR2QN1zf,2WLUlJ0znw72Ot4F3fkZrZ,180000
Raveyard,Bassrush,3,0.576,0.988,144.854,0.463,[],5,2uOqv5KjPE7sW2FR2QN1zf,1HcufnfJ7eZ4sLOCm3z6RB,180000
Inhale,Bassrush,2,0.732,0.586,149.99,0.129,[],5,2uOqv5KjPE7sW2FR2QN1zf,2gnBIuu7KyhBnfBxfLrr1Y,180000
We Come 1,Ben Nicky,59,0.776,0.479,140.041,0.216,['hard trance'],52,3Bd1phrOZJuCev9U0bzdtA,0drzO94bmrMrel3GodCweJ,180000
Disconnect - Ben Nicky Remix,Ben Nicky,54,0.489,0.96,171.88,0.0954,['hard trance'],52,3Bd1phrOZJuCev9U0bzdtA,5JqdCWMl6ZoMwVT6RW7n1x,180000
Adagio For Strings,Ben Nicky,53,0.623,0.78,140.016,0.0532,['hard trance'],52,3Bd1phrOZJuCev9U0bzdtA,2Ju181y8kKeGQLTwnPNUoN,180000
DJ Turn It Up - Ben Nicky Remix,Ben Nicky,53,0.623,0.947,169.953,0.139,['hard trance'],52,3Bd1phrOZJuCev9U0bzdtA,5nqW6RAWDBynvve3TDXH9r,180000
Darker Days,Ben Nicky,52,0.742,0.82,144.986,0.11,['hard trance'],52,3Bd1phrOZJuCev9U0bzdtA,6nLRlcRKSTYzcGzCZyZVuI,180000
We Come 1 - Darren Styles Remix,Ben Nicky,47,0.677,0.991,160.067,0.25,['hard trance'],52,3Bd1phrOZJuCev9U0bzdtA,2sQ3FM2rP6of5BwyMhvxDJ,180000
Adagio For Strings - Klubfiller Remix,Ben Nicky,49,0.611,0.648,169.991,0.0911,['hard trance'],52,3Bd1phrOZJuCev9U0bzdtA,0s63tzi2LdLCzkAFAbfxcf,180000
Thank You,Ben Nicky,51,0.646,0.862,140.039,0.0493,['hard trance'],52,3Bd1phrOZJuCev9U0bzdtA,6C5SZmjzmPKbQQnZkz7CJT,180000
Ayla (FYH083) [Classic Selection] - Ben Nicky & Luke Bond Remix,Ben Nicky,50,0.645,0.947,136.011,0.0353,['hard trance'],52,3Bd1phrOZJuCev9U0bzdtA,0htKYFd19VMt68gtxjc3lJ,180000
Make Some Noise,Ben Nicky,49,0.402,0.908,154.71,0.316,['hard trance'],52,3Bd1phrOZJuCev9U0bzdtA,7kk5uXHvIq9APSfAuoPfvk,180000
DNA (Loving You) [feat. Hannah Boleyn],Billy Gillies,77,0.731,0.867,142.048,0.0576,['tech trance'],55,0kmovylAP20DMJhS3BE2CO,6ibDVMcMUNqZ5eXT9sD4Vy,180000
Don't Call Me Baby,Billy Gillies,34,0.799,0.972,146.975,0.0713,['tech trance'],55,0kmovylAP20DMJhS3BE2CO,1452RkqFM4VMMA8qdOTrnR,180000
Lagoon,Billy Gillies,46,0.924,0.586,145.026,0.138,['tech trance'],55,0kmovylAP20DMJhS3BE2CO,1f3e3hjcwNMh9J0EQrC3AD,180000
DNA (Loving You) [feat. Hannah Boleyn] [Joel Corry Remix],Billy Gillies,52,0.591,0.94,134.027,0.0407,['tech trance'],55,0kmovylAP20DMJhS3BE2CO,5HHYG9CLg4AwCoMK9ucfPi,180000
Youth,Billy Gillies,45,0.864,0.764,74.997,0.35,['tech trance'],55,0kmovylAP20DMJhS3BE2CO,7vvVoVDcLzFlwKSLiFW5c2,180000
True Love - Billy Gillies Remix,Billy Gillies,44,0.605,0.89,140.0,0.137,['tech trance'],55,0kmovylAP20DMJhS3BE2CO,06GZKDl18Y4pjZ6IRTtf7t,180000
Defender,Billy Gillies,39,0.499,0.942,137.975,0.195,['tech trance'],55,0kmovylAP20DMJhS3BE2CO,1N5ypdabvsIJ4ke2l54DFZ,180000
Kings (FSOE750 Anthem),Billy Gillies,38,0.37,0.993,139.891,0.0753,['tech trance'],55,0kmovylAP20DMJhS3BE2CO,7eCPT70F7UaCWI7OVCSBmA,180000
Mess Of A Machine - Billy Gillies Remix,Billy Gillies,37,0.517,0.979,139.997,0.269,['tech trance'],55,0kmovylAP20DMJhS3BE2CO,01JmkytDjtKSVvZb9woWjJ,180000
Starlab,Billy Gillies,37,0.483,0.883,139.987,0.0838,['tech trance'],55,0kmovylAP20DMJhS3BE2CO,4EfG7wa1Kwj1KkOpEYolgL,180000
Petal,Black Carl!,32,0.753,0.798,140.03,0.0663,['halftime dnb'],23,07oZEFDySnjPl7vqqD8XSq,4uOEK9MCRbglaauA8ke4yT,180000
Heaven On Earth,Black Carl!,32,0.727,0.849,126.005,0.0503,['halftime dnb'],23,07oZEFDySnjPl7vqqD8XSq,50xGuMB0OATAAcILg6R3YK,180000
Mixed Signals,Black Carl!,30,0.461,0.845,135.65,0.861,['halftime dnb'],23,07oZEFDySnjPl7vqqD8XSq,3JpFrN24WdXxeRLdNF9QMf,180000
Finally Gone,Black Carl!,29,0.765,0.625,140.0,0.0542,['halftime dnb'],23,07oZEFDySnjPl7vqqD8XSq,2NrDCqqayNY01e8cROnd7h,180000
Rush Hour,Black Carl!,29,0.485,0.891,140.004,0.144,['halftime dnb'],23,07oZEFDySnjPl7vqqD8XSq,1pV7JC2ClVZP4hQIuzM8wN,180000
Mind,Black Carl!,25,0.386,0.878,138.121,0.0713,['halftime dnb'],23,07oZEFDySnjPl7vqqD8XSq,5WRXTzPh1cXNwW69F7NHfL,180000
Red Dragon,Black Carl!,22,0.885,0.573,140.013,0.0547,['halftime dnb'],23,07oZEFDySnjPl7vqqD8XSq,7y947EP9yvX0lgC2yyTd1W,180000
Differentiate,Black Carl!,22,0.748,0.868,135.977,0.0961,['halftime dnb'],23,07oZEFDySnjPl7vqqD8XSq,3ikqjEznpccAICmUOdj19G,180000
G Check,Black Carl!,21,0.738,0.662,174.114,0.323,['halftime dnb'],23,07oZEFDySnjPl7vqqD8XSq,62zbjdEF7Ez6Q7Us8AK4mL,180000
Act Up!,Black Carl!,21,0.411,0.743,179.579,0.212,['halftime dnb'],23,07oZEFDySnjPl7vqqD8XSq,4iBccXwegRsj3ukMazoByb,180000
Mandala,Blastoyz,58,0.625,0.949,143.019,0.106,['psychedelic trance'],45,6WLP1sraOcF3Gaxp7xBa4p,2MWjwvJD5Khi8XQ4YPAcTn,180000
Indian Spirit,Blastoyz,51,0.539,0.938,147.039,0.0639,['psychedelic trance'],45,6WLP1sraOcF3Gaxp7xBa4p,5ialmmuwylzm1xDwHlxpCg,180000
After Dark (feat. Fiora),Blastoyz,48,0.558,0.976,142.003,0.125,['psychedelic trance'],45,6WLP1sraOcF3Gaxp7xBa4p,569BGSWQapYD8Niuy67Cal,180000
Parvati Valley,Blastoyz,47,0.577,0.941,143.016,0.0551,['psychedelic trance'],45,6WLP1sraOcF3Gaxp7xBa4p,0vtR1BWnjKvzs85eqcC5gn,180000
Heart On The Tree,Blastoyz,47,0.628,0.902,138.016,0.0485,['psychedelic trance'],45,6WLP1sraOcF3Gaxp7xBa4p,65GjGEAs6RfC0PeYUyBTS5,180000
The Fusion - Blastoyz Remix,Blastoyz,45,0.488,0.99,139.994,0.0574,['psychedelic trance'],45,6WLP1sraOcF3Gaxp7xBa4p,2WyKvnMEF9H8CKHvmAXSm3,180000
Opera Haus,Blastoyz,45,0.504,0.967,150.002,0.0712,['psychedelic trance'],45,6WLP1sraOcF3Gaxp7xBa4p,2iHwXdybvL8uEcN2nVM9HW,180000
Zoom,Blastoyz,42,0.641,0.928,139.982,0.102,['psychedelic trance'],45,6WLP1sraOcF3Gaxp7xBa4p,5r69A87KyL53dnEsT8GUNC,180000
Reason For Fighting (feat. ERV ELLO),Blastoyz,41,0.467,0.931,140.008,0.14,['psychedelic trance'],45,6WLP1sraOcF3Gaxp7xBa4p,2L2rzhnx1Xr6LiGuaYMepY,180000
Sun & Moon - Blastoyz Remix,Blastoyz,41,0.64,0.881,138.04,0.0632,['psychedelic trance'],45,6WLP1sraOcF3Gaxp7xBa4p,4co3il6gimSyfEgN9MV4cl,180000
Let Me Take You,CID,62,0.874,0.908,125.981,0.0593,"['bass house', 'deep groove house', 'dutch house', 'edm', 'electro house', 'house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'tech house', 'uk dance']",51,4FCzCS0KEgb0rgySWINItO,0q6ty9Ga2ebtTKa2C74jrC,180000
Nights Like This,CID,56,0.699,0.861,126.023,0.0542,"['bass house', 'deep groove house', 'dutch house', 'edm', 'electro house', 'house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'tech house', 'uk dance']",51,4FCzCS0KEgb0rgySWINItO,16bbvpBMEc19o6wG3kn8vA,180000
Where I Want 2 B,CID,22,0.769,0.885,126.013,0.0541,"['bass house', 'deep groove house', 'dutch house', 'edm', 'electro house', 'house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'tech house', 'uk dance']",51,4FCzCS0KEgb0rgySWINItO,51DANwCzsR67zQRSR0lvBs,180000
Let Me Take You (Mixed),CID,54,0.808,0.937,126.079,0.0798,"['bass house', 'deep groove house', 'dutch house', 'edm', 'electro house', 'house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'tech house', 'uk dance']",51,4FCzCS0KEgb0rgySWINItO,5ZZeLU4vkRvrwFzL5awXMU,180000
Caroline,CID,52,0.783,0.911,126.003,0.048,"['bass house', 'deep groove house', 'dutch house', 'edm', 'electro house', 'house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'tech house', 'uk dance']",51,4FCzCS0KEgb0rgySWINItO,4stpA04LZHBCx3YejNdodF,180000
Sweet Memories,CID,50,0.624,0.923,124.994,0.0335,"['bass house', 'deep groove house', 'dutch house', 'edm', 'electro house', 'house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'tech house', 'uk dance']",51,4FCzCS0KEgb0rgySWINItO,6F3rgQfSns1slUnMfHXjOA,180000
Jumpin',CID,40,0.924,0.69,125.959,0.0662,"['bass house', 'deep groove house', 'dutch house', 'edm', 'electro house', 'house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'tech house', 'uk dance']",51,4FCzCS0KEgb0rgySWINItO,01VjC3TYrAmpiJlxVowW24,180000
OoooH,CID,40,0.689,0.972,126.001,0.0467,"['bass house', 'deep groove house', 'dutch house', 'edm', 'electro house', 'house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'tech house', 'uk dance']",51,4FCzCS0KEgb0rgySWINItO,72Z64iIx0MC78T7FJ8L0IR,180000
Audio - CID Remix,CID,47,0.524,0.913,123.936,0.05,"['bass house', 'deep groove house', 'dutch house', 'edm', 'electro house', 'house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'tech house', 'uk dance']",51,4FCzCS0KEgb0rgySWINItO,3ajiUFrVUHsmU5F2pv3kzd,180000
Carnaval de Paris,CID,43,0.76,0.558,127.026,0.0563,"['bass house', 'deep groove house', 'dutch house', 'edm', 'electro house', 'house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'tech house', 'uk dance']",51,4FCzCS0KEgb0rgySWINItO,5b58AS0u6Xr4vaxWnY2C1n,180000
Shadows,Carlita,44,0.745,0.871,123.989,0.0462,[],46,1GVbOnrND8b3eh2JZ4opw8,3FdZ3p39gRIF1ymyTIjOgD,180000
Fell In Luv,Carlita,56,0.734,0.773,126.005,0.0371,[],46,1GVbOnrND8b3eh2JZ4opw8,5G7DvsOLvNE5HTVmJJyo6K,180000
Zorro,Carlita,53,0.69,0.881,125.019,0.0463,[],46,1GVbOnrND8b3eh2JZ4opw8,0hKa1iXJRQMcpMELUojgTI,180000
The Way You Say - LP Giobbi Remix,Carlita,49,0.634,0.898,125.01,0.0429,[],46,1GVbOnrND8b3eh2JZ4opw8,5X3pRJnPw56cEVedjBj81m,180000
Now U Do (Carlita Remix) - Edit,Carlita,49,0.737,0.772,126.992,0.0367,[],46,1GVbOnrND8b3eh2JZ4opw8,4npDRstA1cZPDshgtC3mvv,180000
